File modules/solutions/exato.csv,,,,,,,,,,,,
alpha,corr_threshold,dt,elsize,k,lang,max_iter,max_no_improv,maxs,metric,mins,seed,verbose
0.448716,1,0,0,1,1,0,0,0,1,0,1,0
0.448191,0,1,1,1,0,0,0,1,0,0,0,1
0.447942,0,1,0,1,0,0,1,1,0,1,1,0
0.447372,1,0,1,0,0,1,0,1,0,0,1,1
0.447355,0,0,1,1,1,0,1,0,0,0,1,0
0.447152,1,0,0,0,0,0,0,1,1,1,1,1
0.447066,1,1,0,1,1,0,0,1,0,0,1,0
0.446896,0,0,1,1,1,0,1,0,0,1,1,0
0.446713,1,1,0,1,0,0,1,0,1,1,0,0
0.446309,0,1,0,0,1,1,0,1,0,0,1,1
0.445724,1,1,0,1,0,0,0,1,0,1,1,0
0.445650,1,1,1,1,0,0,0,0,1,0,0,1
0.445626,1,0,0,1,1,1,0,0,0,1,0,1
0.445385,0,0,0,0,0,0,1,1,0,0,1,0
0.445320,1,1,0,0,0,1,0,1,0,0,1,0
0.445220,1,0,1,0,0,0,1,1,0,0,1,0
0.445064,1,1,0,1,1,0,0,0,1,0,0,1
0.444766,0,1,0,0,1,0,0,1,0,1,1,1
0.444673,1,0,0,0,0,0,1,1,1,1,0,0
0.444662,0,0,0,1,1,0,0,0,0,1,1,1
0.444571,1,0,0,1,1,0,1,1,0,0,0,0
0.444506,1,1,0,0,0,1,0,1,0,1,1,0
0.443985,1,1,1,1,0,0,0,1,0,0,0,1
0.443952,0,1,1,0,0,1,0,1,0,0,1,0
0.443722,1,0,1,1,0,1,0,0,1,0,0,1
0.443714,1,0,1,1,1,1,0,0,0,0,0,1
0.443712,1,0,0,1,0,1,0,1,0,0,0,0
0.443570,1,0,1,0,0,0,0,1,0,1,1,0
0.443353,1,1,0,0,0,0,0,1,0,1,0,1
0.442958,1,0,1,0,0,0,0,1,0,1,1,1
0.442937,0,0,1,1,0,0,1,0,1,0,1,0
0.442904,1,0,1,1,0,1,0,0,1,0,1,0
0.442475,1,1,0,0,0,0,0,1,0,1,1,0
0.442437,1,1,1,1,0,0,1,0,0,0,0,0
0.442246,1,0,1,1,0,0,0,0,1,0,1,0
0.442100,0,1,1,1,0,1,0,0,0,0,1,0
0.441939,0,0,0,1,0,1,0,0,0,1,1,1
0.441932,1,0,0,1,0,0,0,1,1,0,1,0
0.441889,1,1,0,1,0,0,1,1,0,1,0,0
0.441684,0,0,0,1,1,1,0,0,0,1,1,0
0.441619,1,1,0,1,1,0,1,0,0,0,0,0
0.441569,1,0,0,1,0,1,0,1,1,0,1,0
0.441106,0,0,1,1,0,0,1,0,1,1,0,0
0.441028,1,0,0,0,1,1,0,1,0,0,1,1
0.440979,0,0,0,1,0,1,0,0,0,1,0,0
0.440750,0,1,1,1,0,0,1,0,0,0,1,0
0.440371,0,1,0,1,1,1,0,1,1,0,0,0
0.440346,1,0,0,0,1,0,0,1,0,1,1,0
0.440281,0,1,1,0,0,1,0,1,0,1,1,0
0.440095,0,1,0,1,0,1,0,0,0,1,1,0
0.439716,0,0,0,1,0,0,0,0,1,1,1,1
0.439662,1,0,0,0,0,0,0,0,0,1,1,1
0.439623,1,0,0,0,0,0,0,0,0,1,1,0
0.439586,0,1,1,0,1,0,1,1,0,0,0,0
0.439568,0,1,0,1,0,1,0,1,0,1,0,0
0.439384,0,0,0,1,0,0,0,1,0,1,1,0
0.439360,0,1,0,0,0,0,1,0,0,0,1,0
0.439324,0,0,0,0,1,0,0,1,0,0,1,1
0.439131,0,0,1,0,1,0,1,1,0,0,1,0
0.439118,0,1,0,0,1,0,0,1,0,0,1,0
0.439117,0,1,0,1,1,0,0,0,0,0,0,1
0.438890,1,1,1,1,0,1,0,0,0,0,1,0
0.438806,1,0,1,0,0,0,1,1,0,1,1,0
0.438803,0,0,1,1,1,0,0,0,0,1,0,1
0.438559,0,1,1,1,0,0,1,0,0,1,1,0
0.438405,0,0,0,1,1,0,0,1,1,1,1,0
0.438289,0,0,1,1,0,0,0,0,0,1,1,1
0.438283,1,1,0,1,0,1,0,0,0,1,0,0
0.438236,1,0,0,1,1,1,0,0,0,1,1,0
0.438202,0,0,1,0,1,1,0,1,0,1,1,0
0.438185,0,0,0,0,0,0,0,1,1,0,1,1
0.438165,1,1,0,1,0,0,0,1,1,0,1,0
0.438134,0,0,0,1,1,0,0,0,1,1,1,0
0.438095,1,1,0,1,1,0,0,0,0,0,0,0
0.437990,0,1,1,0,0,0,1,1,1,0,1,0
0.437984,1,1,0,0,0,0,1,1,1,0,1,0
0.437872,1,1,0,1,1,0,0,0,1,0,1,0
0.437707,0,1,0,1,0,1,0,0,1,0,1,0
0.437648,0,1,0,1,0,0,0,0,0,0,1,1
0.437627,0,0,1,1,0,0,0,0,1,1,1,0
0.437627,0,0,0,1,1,0,1,0,1,0,0,0
0.437542,1,1,0,1,1,0,1,0,0,1,0,0
0.436997,0,1,0,1,0,0,1,1,0,0,0,0
0.436859,1,0,0,0,0,0,1,1,0,1,0,0
0.436674,0,0,1,1,0,0,1,1,0,1,0,0
0.436298,0,1,0,1,0,0,0,1,0,1,1,1
0.436174,0,0,1,0,0,0,0,1,1,1,1,0
0.436091,1,0,0,0,0,0,0,1,1,1,0,0
0.436055,0,0,1,1,1,0,0,1,0,1,0,1
0.435884,1,1,1,1,0,0,1,0,0,1,0,0
0.435637,1,0,1,0,0,0,0,1,1,1,1,0
0.435636,0,0,0,0,0,1,0,0,0,1,1,0
0.435548,0,1,0,1,1,0,1,0,0,1,1,0
0.435506,1,0,1,1,0,0,0,1,0,0,1,0
0.435388,0,1,0,0,1,0,1,1,1,1,0,0
0.434872,1,1,0,0,1,0,0,1,0,1,0,1
0.434861,0,1,0,1,1,0,1,1,0,1,0,0
0.434850,0,1,1,1,0,0,0,0,0,1,0,1
0.434046,0,0,1,1,1,0,0,0,0,0,0,1
0.433917,1,0,1,1,1,1,0,0,0,0,1,0
0.433915,1,0,1,1,0,1,0,0,1,0,0,0
0.433669,1,1,0,1,1,1,0,0,0,0,0,1
0.433629,1,0,1,1,1,0,1,0,0,0,0,0
0.433443,0,0,0,1,1,1,0,1,0,0,0,0
0.433122,0,0,0,1,0,0,1,0,1,0,0,0
0.433025,1,1,0,0,0,0,1,0,0,0,1,0
0.433003,0,1,0,0,0,0,0,1,1,1,1,1
0.432881,1,0,0,0,0,0,0,0,1,0,0,1
0.432873,1,0,1,0,0,0,0,0,0,1,0,1
0.432825,0,0,0,0,0,0,0,1,1,1,0,0
0.432789,0,1,0,0,0,0,1,0,1,0,1,0
0.432734,1,0,0,0,0,0,0,0,1,1,0,1
0.432572,0,0,0,0,0,0,0,0,1,1,0,1
0.432449,1,1,1,1,1,0,0,0,0,0,1,0
0.432280,0,0,0,1,1,0,0,1,0,1,1,0
0.432121,1,0,1,0,0,1,0,1,0,0,1,0
0.431942,0,1,0,1,1,0,1,0,0,0,1,0
0.431850,0,1,0,0,0,0,0,0,1,0,0,1
0.431695,0,1,0,1,0,0,0,1,1,0,1,0
0.431526,0,1,1,1,0,0,1,1,1,0,0,0
0.431342,1,1,1,1,0,0,0,0,1,0,1,0
0.431321,0,0,0,1,0,0,0,1,0,0,0,1
0.430863,0,0,0,1,1,0,0,0,0,0,1,1
0.430257,0,0,0,1,0,1,0,1,1,0,1,0
0.430198,0,1,0,1,1,0,1,0,0,1,0,0
0.430168,0,0,1,1,0,1,0,0,0,0,1,1
0.430064,0,0,1,0,1,0,0,1,0,1,1,0
0.430019,0,0,1,0,0,1,0,1,0,1,1,1
0.429710,0,0,1,1,0,1,0,1,0,0,1,1
0.429408,0,0,0,1,0,0,0,1,1,0,0,0
0.429248,1,0,0,1,1,1,0,0,1,0,1,0
0.429225,1,0,1,0,0,0,0,0,0,0,1,1
0.429106,1,0,0,0,1,0,0,1,1,1,1,0
0.428944,1,1,0,0,0,0,0,1,1,1,0,1
0.428876,1,0,0,1,1,1,0,0,0,1,0,0
0.428840,1,1,1,1,0,0,0,1,0,0,1,0
0.428785,0,1,0,1,1,0,1,0,1,0,0,0
0.428603,0,1,0,1,0,0,1,0,1,1,0,0
0.428326,1,1,0,0,0,1,0,1,0,0,1,1
0.428245,0,0,1,1,0,1,0,0,0,1,1,0
0.428241,1,0,0,0,0,0,0,1,1,0,1,0
0.428032,0,0,0,0,0,1,0,1,1,1,1,0
0.428027,1,0,0,0,1,0,0,1,1,0,0,1
0.427559,1,0,1,0,0,0,0,1,1,0,0,1
0.427397,1,0,0,1,1,1,0,0,1,0,0,0
0.427394,0,1,1,0,0,0,0,0,0,0,1,1
0.426805,0,0,1,1,0,0,0,0,1,1,0,1
0.426799,0,0,0,1,1,0,1,1,1,0,0,0
0.426682,0,1,1,0,0,0,1,1,1,0,0,0
0.426662,0,0,1,1,0,1,0,0,1,0,1,0
0.426651,0,1,1,1,0,0,1,0,1,0,1,0
0.426467,1,0,0,0,0,1,0,1,1,1,0,1
0.426415,0,1,0,1,0,0,0,0,1,0,1,1
0.426371,1,1,0,0,1,0,0,1,0,0,1,0
0.426359,0,0,1,1,1,0,0,0,0,1,1,0
0.426049,0,1,1,0,0,1,0,1,0,0,0,0
0.425833,0,1,0,1,1,0,0,1,1,0,1,0
0.425758,0,0,1,0,0,1,0,1,0,0,0,0
0.425740,1,0,0,1,1,1,0,0,1,0,0,1
0.425599,1,1,0,0,0,0,0,0,0,1,1,0
0.425512,1,1,0,0,0,1,0,1,0,1,0,1
0.425118,0,1,0,0,1,0,0,1,1,1,1,0
0.424993,0,1,0,0,1,0,0,1,1,0,0,0
0.424991,1,1,0,1,0,0,1,1,0,0,0,0
0.424967,0,1,0,0,0,0,0,1,1,1,0,0
0.424863,1,0,1,0,0,1,0,1,0,1,0,1
0.424719,1,0,1,0,1,0,0,1,0,0,1,1
0.424070,0,1,0,1,1,0,1,1,0,0,1,0
0.423859,0,1,1,1,0,1,0,1,0,0,0,0
0.423654,0,0,1,1,1,0,1,0,0,0,0,0
0.423369,1,0,0,1,0,1,0,1,1,0,0,0
0.423282,0,1,0,1,0,1,0,1,1,0,0,0
0.423227,1,1,0,0,1,0,0,1,0,0,0,1
0.423095,1,1,0,1,0,1,0,0,1,0,0,1
0.423078,1,1,0,1,1,1,0,0,0,0,1,0
0.423037,1,1,0,0,0,0,0,0,0,0,0,1
0.422898,0,1,1,0,0,0,1,0,0,0,1,0
0.422840,1,1,0,0,1,0,1,1,0,0,1,0
0.422763,1,1,0,1,0,0,1,1,1,0,0,0
0.422583,1,0,1,1,0,0,1,1,0,0,0,0
0.422471,0,1,1,0,1,0,1,1,0,0,1,0
0.422323,0,1,1,0,0,1,0,1,1,0,1,0
0.422213,0,0,0,1,0,1,0,0,1,0,1,0
0.422178,1,0,1,0,0,0,0,1,1,1,0,1
0.422101,0,0,0,1,0,0,0,1,0,0,1,1
0.422023,1,0,0,1,1,1,0,1,0,0,1,0
0.421131,0,0,1,1,0,1,0,1,0,1,0,1
0.420968,1,0,0,1,0,0,0,1,1,0,0,0
0.420936,1,0,0,1,1,1,0,1,0,0,0,0
0.420744,0,1,0,1,0,1,0,0,1,0,0,0
0.420665,0,1,0,1,1,0,1,0,1,0,1,0
0.420505,0,1,0,1,0,0,0,0,1,1,0,0
0.420443,0,1,0,1,0,1,0,0,0,0,1,1
0.420421,1,0,1,0,0,0,0,1,1,0,1,1
0.420354,1,0,1,0,0,0,1,0,0,1,1,0
0.420321,1,0,0,0,0,0,1,0,1,0,0,0
0.420163,0,0,0,1,1,0,0,0,1,0,1,0
0.419680,0,1,0,0,0,0,1,0,0,1,1,0
0.419668,0,1,1,1,0,1,0,1,1,0,0,0
0.419579,0,1,0,1,0,0,1,1,0,1,0,0
0.419390,0,0,1,1,1,0,1,0,0,1,0,0
0.419137,0,1,0,1,1,0,0,1,0,1,0,1
0.419056,0,1,1,0,0,0,0,1,1,0,1,1
0.419035,0,1,0,0,0,0,0,1,1,0,0,0
0.418979,0,1,1,0,1,1,0,1,0,0,1,0
0.418673,1,1,0,0,1,0,0,1,0,0,1,1
0.418542,1,1,0,0,0,1,0,0,0,0,1,0
0.418484,1,0,1,0,0,1,0,1,0,1,1,0
0.418381,0,1,1,0,0,0,0,1,1,1,1,0
0.418316,0,1,0,0,1,1,0,1,0,0,0,0
0.418313,1,1,0,0,0,0,1,1,0,1,0,0
0.418127,1,1,0,1,0,0,0,0,1,1,0,0
0.417855,0,1,0,1,1,0,0,0,0,1,0,1
0.417356,1,1,1,0,0,0,1,1,0,0,1,0
0.417088,0,0,0,1,1,1,0,1,0,0,1,1
0.417006,0,0,0,0,1,0,0,0,0,1,1,0
0.416933,0,0,1,0,0,0,1,1,0,1,0,0
0.416490,0,1,1,1,1,0,1,0,0,0,1,0
0.416463,1,1,0,0,0,0,0,1,1,0,1,1
0.416327,0,1,0,1,1,1,0,0,0,0,1,0
0.415550,0,0,1,0,0,1,0,1,1,0,1,0
0.414881,0,1,1,1,0,1,0,1,0,0,1,0
0.414693,0,0,0,1,1,0,0,0,1,1,0,1
0.414690,0,1,1,1,0,0,1,0,0,1,0,0
0.414597,1,0,0,0,1,0,0,1,1,1,0,1
0.414488,1,0,0,0,1,1,0,1,0,1,0,1
0.414446,0,0,0,1,0,0,0,0,1,0,0,1
0.414424,1,0,0,0,1,0,0,0,0,0,0,1
0.414143,0,0,1,1,1,1,0,1,0,0,1,0
0.414019,0,0,1,0,1,1,0,1,0,0,1,0
0.414017,1,1,0,1,0,1,0,1,0,1,0,0
0.413844,1,1,0,0,0,0,0,0,0,0,1,1
0.413701,0,1,1,1,0,0,0,1,0,1,0,1
0.413606,0,0,1,1,1,1,0,0,0,1,1,0
0.413604,0,1,0,1,0,1,0,0,0,1,1,1
0.413558,0,0,1,1,0,1,0,0,1,0,0,0
0.413469,1,0,0,0,1,0,0,1,1,0,1,1
0.413461,0,1,1,1,0,1,0,0,0,0,1,1
0.413294,0,1,0,1,1,1,0,1,0,1,0,0
0.413222,1,1,0,0,1,0,1,1,0,1,0,0
0.413182,1,0,0,0,0,1,0,1,1,0,1,1
0.413160,0,0,1,1,0,0,0,0,1,1,1,1
0.413142,0,1,0,1,0,0,0,0,1,1,0,1
0.412968,1,1,0,0,1,0,0,0,0,0,1,0
0.412951,1,0,0,1,1,0,0,1,1,0,1,0
0.412619,1,1,0,0,1,0,0,1,0,1,1,0
0.412416,1,0,1,1,1,0,0,0,0,1,1,0
0.412286,0,1,0,1,1,1,0,1,0,0,0,0
0.412281,1,1,0,1,0,0,0,0,0,1,0,0
0.412014,0,0,0,0,1,0,0,1,1,1,0,1
0.411665,1,1,1,0,0,1,0,1,0,0,1,0
0.411599,1,1,0,0,0,0,0,1,1,1,1,0
0.411406,0,1,0,1,1,0,1,1,0,0,0,0
0.411339,0,0,0,1,0,1,0,0,0,0,0,1
0.411299,0,0,0,1,1,0,0,1,1,0,1,0
0.411272,0,0,0,1,0,0,0,0,1,1,0,0
0.411239,0,0,1,1,0,1,0,0,1,1,1,0
0.411216,1,1,0,0,0,0,0,1,1,0,0,1
0.411208,1,1,0,0,1,1,0,1,0,0,1,0
0.411151,1,1,0,0,1,0,0,1,1,0,1,0
0.411080,1,1,0,1,0,1,0,0,1,0,1,0
0.411059,0,0,0,1,1,1,0,0,1,1,1,0
0.410961,0,0,1,0,0,1,0,0,0,1,1,0
0.410789,0,0,0,1,0,1,0,0,0,0,1,1
0.410662,1,0,1,0,0,0,1,1,1,0,1,0
0.410503,0,1,0,1,0,0,0,1,0,0,1,0
0.410340,1,0,1,0,1,0,0,1,0,0,1,0
0.410296,0,0,0,0,0,1,0,1,1,1,1,1
0.410287,0,1,0,1,1,0,0,0,1,0,1,0
0.410198,0,0,0,1,0,1,0,0,1,1,0,0
0.410027,1,0,1,1,0,0,0,1,1,0,1,0
0.409902,0,1,0,0,1,1,0,1,1,0,1,0
0.409286,0,1,1,1,0,0,0,0,1,0,0,1
0.409081,0,0,1,1,1,0,1,0,1,0,1,0
0.409023,0,0,0,1,1,0,1,0,1,0,1,0
0.408635,1,0,1,1,1,0,0,0,0,0,1,0
0.408579,0,1,0,1,0,0,0,1,1,1,1,0
0.408536,1,1,1,1,0,0,0,0,1,0,0,0
0.407969,0,0,1,1,0,0,0,0,0,0,0,1
0.407857,0,0,1,0,0,0,0,1,0,0,1,1
0.407779,0,0,1,0,1,0,0,1,1,0,1,0
0.407606,0,1,0,1,1,0,0,1,0,0,1,1
0.407246,0,1,1,1,1,0,0,1,0,0,0,1
0.407225,0,0,0,1,1,1,0,0,0,0,1,0
0.406995,0,1,1,0,0,0,0,0,1,0,0,1
0.406965,1,1,0,0,0,0,0,0,0,1,1,1
0.406949,1,0,0,0,0,1,0,0,0,1,0,1
0.406800,1,0,0,0,1,0,1,1,1,0,1,0
0.406135,1,0,1,1,0,0,1,1,1,0,0,0
0.406004,1,1,1,0,0,0,0,1,0,1,1,0
0.405912,0,1,0,0,1,0,0,1,1,0,1,1
0.405807,0,1,1,1,1,0,0,0,0,1,1,0
0.405785,0,1,0,0,0,0,0,0,1,1,1,0
0.405609,0,0,1,0,0,0,0,0,0,0,1,1
0.405466,0,1,0,1,0,0,1,1,0,0,1,0
0.405255,0,1,1,1,1,0,1,1,0,0,0,0
0.405064,1,1,1,0,0,0,0,1,0,0,1,0
0.404663,1,0,0,0,1,0,1,1,0,0,1,0
0.404454,0,0,1,1,1,0,1,1,0,1,0,0
0.404364,1,1,1,0,0,0,0,1,0,0,1,1
0.404126,1,1,0,0,0,0,0,0,1,0,1,0
0.403957,0,1,0,0,1,0,0,1,1,1,0,0
0.403904,0,0,1,1,1,0,0,0,1,0,1,0
0.403892,0,1,1,0,0,1,0,1,0,0,1,1
0.403658,0,0,0,0,0,1,0,1,1,1,0,1
0.403434,0,0,1,1,1,0,0,0,0,1,1,1
0.403365,1,0,1,0,1,0,0,1,0,0,0,1
0.403273,1,0,0,0,0,0,1,1,0,0,0,0
0.403221,1,1,1,1,0,1,0,0,0,0,0,1
0.403148,1,1,0,0,0,0,1,0,0,1,1,0
0.403044,1,0,0,1,1,0,1,1,1,0,0,0
0.402908,0,1,1,1,0,0,0,0,0,0,1,0
0.402886,0,1,0,1,0,0,0,0,1,1,1,1
0.402746,0,1,1,1,0,0,0,0,1,1,1,0
0.402483,0,0,0,0,0,1,0,0,0,1,1,1
0.402307,0,0,0,1,1,1,0,1,0,1,0,1
0.402294,0,1,0,1,1,1,0,0,0,0,0,0
0.402090,1,0,1,0,1,0,0,1,0,1,0,1
0.401955,0,1,1,1,0,1,0,0,1,0,1,0
0.401893,1,0,1,1,0,1,0,0,1,1,0,0
0.401776,1,0,1,0,0,0,0,0,0,1,1,1
0.401642,0,1,1,1,0,0,0,0,1,0,1,1
0.401514,1,1,0,0,0,0,1,1,1,1,0,0
0.401399,0,0,1,1,1,0,1,0,1,1,0,0
0.401366,0,0,0,1,1,0,1,1,1,0,1,0
0.401300,1,1,0,1,1,1,0,0,0,0,0,0
0.401103,0,1,0,0,1,0,0,1,0,0,0,0
0.401040,1,1,0,1,0,1,0,0,1,0,0,0
0.400945,1,0,0,1,0,0,0,1,0,0,0,0
0.400791,0,0,0,0,1,1,0,1,0,0,1,0
0.400765,0,1,1,0,1,0,0,1,0,1,1,0
0.400439,0,0,0,1,1,1,0,0,0,1,0,1
0.400426,1,0,0,1,1,0,0,0,0,1,0,0
0.400286,0,1,0,0,0,1,0,1,1,1,1,0
0.400061,0,1,0,1,0,1,0,0,1,1,1,0
0.399846,1,0,1,1,0,1,0,1,0,1,0,0
0.399687,0,0,0,1,1,1,0,0,0,1,0,0
0.399622,1,1,1,0,0,0,0,1,0,0,0,1
0.399587,1,1,1,0,0,0,0,1,0,1,0,1
0.399476,1,1,0,0,0,0,0,0,1,0,0,1
0.399431,1,0,0,1,1,1,0,1,0,1,0,0
0.399312,1,0,0,1,0,0,0,1,1,1,0,0
0.399283,0,1,0,1,0,1,0,0,1,0,0,1
0.399205,1,0,1,0,1,0,0,1,0,1,1,0
0.399171,0,0,0,1,0,1,0,0,0,0,1,0
0.399159,0,1,0,0,0,1,0,0,1,0,1,0
0.399069,0,1,0,1,1,1,0,0,1,0,1,0
0.399031,0,0,1,0,0,1,0,1,1,1,1,0
0.398933,0,0,0,1,1,0,0,0,1,0,0,1
0.398856,1,1,1,1,0,1,0,0,0,0,0,0
0.398641,0,0,0,1,0,1,0,0,1,1,0,1
0.398628,0,0,1,1,0,1,0,0,0,1,1,1
0.398398,0,1,1,1,1,1,0,1,0,0,0,0
0.398386,0,0,0,1,0,1,0,1,1,0,1,1
0.398059,0,0,1,1,0,0,0,1,1,1,1,0
0.398022,0,0,0,1,1,0,0,0,1,1,1,1
0.397851,1,0,0,0,0,0,0,0,1,1,1,0
0.397835,0,0,0,1,0,1,0,1,0,0,1,0
0.397455,0,0,0,1,0,0,0,1,1,0,1,1
0.397256,1,1,1,1,0,1,0,0,0,1,0,0
0.397093,0,0,1,1,1,0,0,0,1,1,1,0
0.396864,0,1,0,0,0,1,0,1,1,0,1,1
0.396822,0,1,0,1,0,1,0,0,0,1,0,0
0.396812,0,0,0,1,1,0,0,0,0,1,0,0
0.396738,0,0,1,0,0,0,1,0,0,1,1,0
0.396732,0,1,1,1,1,0,1,0,0,0,0,0
0.396706,1,0,1,0,0,0,1,1,0,0,0,0
0.396677,0,1,0,0,0,1,0,0,0,0,0,1
0.396456,1,1,1,1,1,0,0,0,0,0,0,1
0.396378,0,0,0,0,0,0,1,0,1,1,1,0
0.396362,1,1,0,1,1,0,1,0,1,0,0,0
0.396328,0,1,0,1,1,0,0,1,0,0,1,0
0.396298,0,0,1,1,1,1,0,0,0,0,1,0
0.396220,0,0,0,0,1,0,0,1,1,1,1,1
0.395906,1,0,0,0,1,1,0,1,0,0,0,1
0.395640,0,0,1,1,1,0,0,0,1,1,0,1
0.395506,1,0,0,0,0,0,0,0,1,1,1,1
0.395395,1,1,1,1,0,0,0,0,0,0,0,0
0.395386,1,0,1,0,0,0,0,0,1,0,0,1
0.395212,1,0,0,0,0,1,0,1,1,0,0,1
0.394995,0,0,0,1,0,1,0,0,1,1,1,1
0.394754,1,1,0,0,0,0,0,0,0,1,0,1
0.394565,0,0,0,1,1,1,0,0,0,1,1,1
0.394501,0,1,0,1,1,0,0,0,1,1,1,0
0.394338,1,0,0,0,1,1,0,1,0,1,1,0
0.394308,0,1,0,1,1,0,0,0,0,1,1,1
0.394207,1,1,1,1,0,0,1,0,1,0,0,0
0.394144,0,0,0,1,0,1,0,1,1,0,0,1
0.394084,0,0,1,0,1,0,0,1,0,1,1,1
0.393815,0,1,0,1,1,1,0,0,0,1,1,0
0.393341,0,0,1,0,0,1,0,1,0,1,0,1
0.393226,1,0,0,0,0,1,0,1,1,1,1,0
0.393166,0,0,1,1,0,1,0,0,0,0,0,1
0.393098,1,1,0,1,1,0,0,0,1,0,0,0
0.392340,0,0,1,1,1,0,0,1,0,1,1,0
0.392332,1,0,1,0,1,0,0,1,1,0,0,1
0.392224,0,0,1,1,0,1,0,0,0,1,0,1
0.392209,1,1,0,0,0,1,0,1,0,1,0,0
0.391722,0,1,1,1,0,0,0,0,0,1,1,1
0.391309,0,1,1,1,1,1,0,0,0,0,1,0
0.391303,0,1,0,0,1,0,0,1,0,1,1,0
0.391197,0,1,0,1,1,1,0,0,1,0,0,0
0.391153,0,1,1,1,0,0,1,1,0,1,0,0
0.390934,1,1,1,1,0,0,1,1,0,0,0,0
0.390910,1,0,1,0,0,1,0,0,0,0,1,0
0.390792,1,0,0,0,0,0,1,0,1,0,1,0
0.390750,1,0,0,0,0,0,1,1,1,0,0,0
0.390427,1,0,0,0,0,1,0,1,1,0,1,0
0.390365,1,0,0,0,0,0,1,0,1,1,1,0
0.390358,0,0,1,1,0,0,0,0,0,1,1,0
0.390336,1,0,0,0,0,1,0,1,0,1,0,0
0.390286,1,1,1,0,1,0,0,1,0,0,1,0
0.390184,0,0,1,1,1,0,0,0,0,0,1,1
0.390141,1,1,0,1,0,1,0,0,1,1,0,0
0.390125,1,1,0,0,0,1,0,1,1,0,1,0
0.390107,1,0,1,1,1,0,1,1,0,0,0,0
0.390005,1,0,1,0,0,1,0,1,0,0,0,0
0.389723,1,0,1,0,0,0,1,0,0,0,0,0
0.389683,0,1,0,0,0,1,0,0,0,1,1,0
0.389675,0,0,1,1,1,1,0,1,0,0,0,0
0.389479,0,0,1,1,1,1,0,1,0,0,0,1
0.389302,0,1,1,1,0,1,0,0,0,1,1,0
0.388896,1,1,1,0,0,0,0,0,0,0,1,0
0.388075,0,1,1,0,1,0,1,1,1,0,0,0
0.388064,0,0,1,0,0,0,0,1,1,0,1,1
0.388007,0,0,0,0,1,1,0,1,0,1,0,1
0.387991,0,0,1,0,1,0,1,1,0,1,0,0
0.387990,1,1,1,0,0,0,1,0,0,0,1,0
0.387814,1,1,0,0,0,0,1,0,1,0,1,0
0.387760,0,0,1,0,0,1,0,0,0,0,1,1
0.387576,0,0,0,1,1,0,0,1,0,0,0,1
0.387509,0,0,0,0,0,0,1,1,1,0,1,0
0.387508,1,0,1,1,1,0,0,1,0,0,1,0
0.387418,0,0,1,1,0,1,0,1,0,0,0,0
0.387355,1,1,0,1,1,0,1,1,0,0,0,0
0.387270,0,0,0,0,1,1,0,1,1,1,1,0
0.387252,0,1,1,0,0,1,0,1,1,0,0,0
0.387173,1,0,1,1,1,1,0,0,0,1,0,0
0.387101,1,0,1,0,0,0,1,0,1,0,0,0
0.386953,0,0,0,1,1,0,0,1,0,0,1,1
0.386777,1,1,1,0,0,0,0,1,1,0,0,1
0.386662,0,0,0,1,0,0,0,1,1,0,1,0
0.385992,0,0,0,1,0,0,0,0,1,0,1,1
0.385909,0,1,1,1,0,0,1,1,0,0,0,0
0.385848,0,0,1,1,1,0,0,1,0,0,1,0
0.385688,1,0,0,0,1,0,0,0,0,1,0,1
0.385568,0,0,0,1,1,0,1,1,1,1,0,0
0.385518,1,1,0,0,1,1,0,1,0,1,0,0
0.385350,0,0,1,1,0,0,0,1,0,1,1,0
0.385350,0,0,1,0,1,0,0,1,0,1,0,1
0.384967,1,0,0,0,0,0,1,0,1,1,0,0
0.384601,1,0,0,0,0,1,0,0,0,0,1,0
0.384455,0,0,0,0,0,0,0,0,1,1,1,1
0.384189,1,0,0,0,1,0,1,0,0,0,1,0
0.384099,0,1,1,0,0,0,1,1,1,1,0,0
0.383675,0,0,1,1,0,1,0,0,1,0,1,1
0.383544,0,1,1,1,0,0,0,1,1,0,1,0
0.383498,0,1,1,0,1,0,1,1,0,1,0,0
0.383472,0,0,1,0,0,1,0,1,1,0,0,0
0.383434,1,0,0,1,1,1,0,0,1,1,0,0
0.383345,1,0,1,0,0,0,0,0,0,1,1,0
0.383149,0,0,1,1,1,0,0,0,0,0,1,0
0.383015,0,0,1,0,1,1,0,1,0,0,0,0
0.382526,1,0,0,0,1,0,1,1,0,1,0,0
0.382444,0,1,0,0,0,1,0,0,0,0,1,1
0.382316,0,1,0,1,1,0,0,0,0,1,0,0
0.382278,0,0,1,0,0,0,1,1,0,0,0,0
0.382252,1,1,0,1,1,1,0,0,0,1,0,0
0.382044,1,0,1,1,1,0,0,0,1,0,1,0
0.381828,0,0,0,1,1,0,0,1,1,0,1,1
0.381797,0,1,0,1,0,1,0,0,1,0,1,1
0.381425,1,1,0,0,0,0,0,0,1,1,1,0
0.381385,0,1,1,1,0,1,0,0,1,0,0,0
0.381329,1,0,0,0,0,1,0,0,0,1,1,1
0.381081,0,0,0,1,1,1,0,0,1,1,0,0
0.381000,0,0,1,1,1,0,0,1,1,0,1,0
0.380719,0,0,0,1,1,1,0,0,1,1,0,1
0.380586,1,0,0,0,0,1,0,0,0,0,0,1
0.380548,0,0,0,0,1,1,0,1,0,0,1,1
0.380494,0,1,0,0,0,0,0,1,0,1,1,0
